Ano,Código da IES,Nome da IES,Sigla da IES,Organização Acadêmica,Categoria Administrativa,Código do Curso,Código da Área,Área de Enquadramento,Modalidade de Ensino,Código do Município,Município do Curso,Sigla da UF,Concluintes Inscritos,Concluintes Participantes,Nota Bruta - FG,Nota Bruta - CE,Nota Contínua do Enade,Concluintes Participantes com nota no Enem,Percentual de Concluintes participantes com nota no Enem,Nota Bruta - IDD,Nota Padronizada - IDD,Nota Bruta - Organização Didático-Pedagógica,Nota Padronizada - Organização Didático-Pedagógica,Nota Bruta - Infraestrutura e Instalações Físicas,Nota Padronizada - Infraestrutura e Instalações Físicas,Nota Bruta - Oportunidades de Ampliação da Formação,Nota Padronizada - Oportunidades de Ampliação da Formação,Nr. de Docentes,Nota Bruta - Mestres,Nota Padronizada - Mestres,Nota Bruta - Doutores,Nota Padronizada - Doutores,Nota Bruta - Regime de Trabalho,Nota Padronizada - Regime de Trabalho,CPC Contínuo,CPC Faixa,Observação
2016,1420,FACULDADES DE DRACENA,0,Faculdade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,91951,23,ENFERMAGEM,Educação Presencial,3514403,DRACENA,SP,22,22,38.1818,42.2000,2.1819,15,0.6818,-2.2590,1.4403,5.9979,4.9922,6.0000,5.0000,5.9773,4.9610,17,0.5882,2.2106,0.0588,0.2941,0.7059,3.0650,2.1287,3,
2016,1420,FACULDADES DE DRACENA,0,Faculdade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,104259,38,SERVIÇO SOCIAL,Educação Presencial,3514403,DRACENA,SP,18,16,44.2125,57.1688,3.0944,10,0.6250,1.7836,3.4764,5.8116,4.2337,5.7656,4.5888,5.6310,4.4384,10,0.5000,1.4286,0.2000,1.0000,0.6000,2.6000,2.9457,4,
2016,1420,FACULDADES DE DRACENA,0,Faculdade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,391943,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3514403,DRACENA,SP,37,37,39.3946,39.7865,1.8872,20,0.5405,0.3137,2.6132,5.6589,4.0060,5.2492,3.4685,4.8044,2.9852,22,0.7273,2.9545,0.1818,0.9091,0.7727,3.6660,2.4734,3,
2016,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada com fins lucrativos,95047,6,ODONTOLOGIA,Educação Presencial,1302603,MANAUS,AM,136,122,42.8467,49.6918,1.4478,96,0.7869,-0.0480,2.4208,5.9942,4.9768,5.9908,4.9819,5.9528,4.9129,78,0.8718,3.6264,0.5128,2.5641,0.6410,2.5117,2.7270,3,
2016,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada com fins lucrativos,75106,19,FARMÁCIA,Educação Presencial,1302603,MANAUS,AM,155,134,41.7403,43.8560,1.5782,98,0.7313,-0.1155,2.3632,5.9990,4.9971,5.9975,4.9949,5.9884,4.9810,52,0.9615,4.5804,0.4615,2.3077,0.8077,3.5348,2.8466,3,
2016,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada com fins lucrativos,73259,23,ENFERMAGEM,Educação Presencial,1302603,MANAUS,AM,268,157,37.6752,41.4669,2.0862,109,0.6943,0.0272,2.5164,5.9749,4.9059,5.9764,4.9489,5.9765,4.9598,76,0.8947,4.2869,0.4474,2.2368,0.7895,3.6150,2.9655,4,
2016,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada com fins lucrativos,73262,27,FONOAUDIOLOGIA,Educação Presencial,1302603,MANAUS,AM,45,24,46.6875,54.1833,2.0886,17,0.7083,1.5775,3.0501,5.9281,4.7176,5.9263,4.8589,5.9011,4.8086,29,0.9310,4.2069,0.5862,2.8370,0.8966,4.2006,3.2583,4,
2016,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada com fins lucrativos,75109,28,NUTRIÇÃO,Educação Presencial,1302603,MANAUS,AM,119,65,43.1723,41.7554,1.7832,43,0.6615,0.3815,2.6160,5.9868,4.9512,5.9758,4.9432,5.9731,4.9540,50,0.9400,4.3500,0.5000,2.5000,0.9000,4.3214,3.0399,4,
2016,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada com fins lucrativos,73250,36,FISIOTERAPIA,Educação Presencial,1302603,MANAUS,AM,226,131,43.4031,34.8657,2.2399,106,0.8092,-0.2720,2.3647,5.9747,4.8974,5.9553,4.8883,5.9462,4.9031,54,0.8704,3.9198,0.6667,3.3333,0.8333,3.7719,3.0868,4,
2016,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada com fins lucrativos,20677,38,SERVIÇO SOCIAL,Educação Presencial,1302603,MANAUS,AM,426,154,39.2169,45.4773,2.0456,110,0.7143,-0.0099,2.6395,5.9838,4.9340,5.9509,4.9140,5.9297,4.8930,52,0.9808,4.8626,0.5385,2.6923,0.8654,4.1923,3.1540,4,
2016,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada com fins lucrativos,92657,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Educação Presencial,1302603,MANAUS,AM,159,86,34.7442,41.8767,1.6454,48,0.5581,-0.2090,2.3873,5.9939,4.9803,5.9955,4.9896,6.0000,5.0000,53,0.9057,4.3997,0.5472,2.9313,0.8491,3.8679,2.9724,4,
2016,1423,FACULDADE IDEAL,FACI,Faculdade,Privada com fins lucrativos,101180,92,TECNOLOGIA EM GESTÃO AMBIENTAL,Educação Presencial,1501402,BELÉM,PA,3,1,,,,,,,,5.8913,4.6805,5.9167,4.8301,5.5952,4.4481,2,1.0000,5.0000,0.5000,2.5000,0.5000,1.7857,,SC,
2016,1426,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA,ILES,Faculdade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,15977,17,AGRONOMIA,Educação Presencial,5211503,ITUMBIARA,GO,79,75,44.6840,50.8947,1.5487,47,0.6267,-0.6743,2.4489,5.5565,3.6332,5.4998,4.1033,4.8328,3.0036,32,0.7188,1.6853,0.2188,0.8882,0.9375,4.5208,2.3183,3,
2016,1426,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA,ILES,Faculdade,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,1153897,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,5211503,ITUMBIARA,GO,27,23,37.1087,39.8000,1.7948,12,0.5217,-2.3543,1.3897,5.2145,2.7108,4.8878,2.7314,4.4187,2.3353,11,0.2727,0.0000,0.0000,0.0000,0.9091,4.4664,1.5786,2,
2016,1427,FACULDADE DA SERRA GAÚCHA,FSG,Faculdade,Privada com fins lucrativos,1122568,6,ODONTOLOGIA,Educação Presencial,4305108,CAXIAS DO SUL,RS,47,46,48.4174,56.9630,2.4099,32,0.6957,0.2016,2.6839,5.3174,2.2734,5.0328,3.0921,4.1131,1.5230,60,0.9167,4.1071,0.2333,1.1667,0.1667,0.0000,2.2676,3,
2016,1427,FACULDADE DA SERRA GAÚCHA,FSG,Faculdade,Privada com fins lucrativos,5000228,23,ENFERMAGEM,Educação Presencial,4305108,CAXIAS DO SUL,RS,28,27,42.6556,40.6222,2.1623,15,0.5556,0.7851,2.8732,5.4740,3.0259,5.3981,3.6963,5.0963,3.4508,59,0.8983,4.3111,0.2881,1.4407,0.4237,1.2087,2.5662,3,
2016,1427,FACULDADE DA SERRA GAÚCHA,FSG,Faculdade,Privada com fins lucrativos,1130277,28,NUTRIÇÃO,Educação Presencial,4305108,CAXIAS DO SUL,RS,60,56,38.2857,44.8161,1.8768,39,0.6964,-2.0962,1.4987,5.6863,3.8424,5.5334,3.9030,5.1835,3.6048,44,0.9318,4.2614,0.4091,2.0455,0.5909,2.2240,2.2666,3,
2016,1427,FACULDADE DA SERRA GAÚCHA,FSG,Faculdade,Privada com fins lucrativos,75671,36,FISIOTERAPIA,Educação Presencial,4305108,CAXIAS DO SUL,RS,53,52,42.7558,38.0500,2.5630,27,0.5192,0.2181,2.5835,5.8113,4.2351,5.5126,3.7814,5.8652,4.7575,52,0.9038,4.1987,0.3077,1.5385,0.4423,0.8907,2.6549,3,
2016,1427,FACULDADE DA SERRA GAÚCHA,FSG,Faculdade,Privada com fins lucrativos,5000225,55,BIOMEDICINA,Educação Presencial,4305108,CAXIAS DO SUL,RS,55,53,41.1491,38.6264,1.6583,37,0.6981,-0.1884,2.3121,5.2445,2.6624,4.9149,2.4759,4.6851,2.9081,53,0.8491,3.3019,0.3585,1.7925,0.4717,0.8176,2.1149,3,
2016,1427,FACULDADE DA SERRA GAÚCHA,FSG,Faculdade,Privada com fins lucrativos,350265,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,4305108,CAXIAS DO SUL,RS,55,51,41.2647,41.6176,2.1732,17,0.3333,1.5259,3.1690,5.2826,2.9092,5.0037,2.9678,4.6615,2.7445,43,0.8837,4.1279,0.3256,1.6279,0.4186,1.5875,2.6518,3,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,1155403,5,MEDICINA VETERINÁRIA,Educação Presencial,4115200,MARINGÁ,PR,14,14,44.6143,47.0500,2.1963,8,0.5714,0.5853,3.0373,5.6708,4.2064,5.6845,4.4080,5.1939,3.8230,37,0.9459,4.1607,0.7568,3.6179,1.0000,5.0000,3.3635,4,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,20725,6,ODONTOLOGIA,Educação Presencial,4115200,MARINGÁ,PR,90,89,43.2708,53.8798,1.8936,68,0.7640,-0.4432,2.0040,5.6261,3.5065,5.5625,4.1371,5.2543,3.6259,66,0.8939,3.8636,0.5758,2.8788,1.0000,5.0000,2.7372,3,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,5000931,12,MEDICINA,Educação Presencial,4115200,MARINGÁ,PR,85,85,56.5282,60.7600,1.4384,70,0.8235,-0.9523,1.8875,4.8757,1.9773,4.4052,2.1489,3.3487,0.5271,127,0.8425,3.9365,0.5276,2.5736,1.0000,5.0000,2.2735,3,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,1103473,17,AGRONOMIA,Educação Presencial,4115200,MARINGÁ,PR,13,13,51.4385,67.0385,3.5909,7,0.5385,3.5488,5.0000,6.0000,5.0000,6.0000,5.0000,6.0000,5.0000,32,0.9688,4.6317,0.7500,3.6842,0.9688,4.7604,4.4752,5,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,59488,19,FARMÁCIA,Educação Presencial,4115200,MARINGÁ,PR,20,20,46.1200,50.8150,2.4220,10,0.5000,1.9642,3.2673,5.2500,2.7303,5.2542,3.4529,3.3262,0.5995,27,1.0000,5.0000,0.6296,3.1481,1.0000,5.0000,3.2426,4,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,48207,23,ENFERMAGEM,Educação Presencial,4115200,MARINGÁ,PR,21,21,42.2714,51.1952,3.2856,11,0.5238,3.8987,4.3388,5.5549,3.3294,5.6216,4.1803,4.9955,3.2779,36,1.0000,5.0000,0.7222,3.6111,1.0000,5.0000,4.0080,5,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,49227,27,FONOAUDIOLOGIA,Educação Presencial,4115200,MARINGÁ,PR,12,11,41.2818,47.4455,0.9698,8,0.7273,-2.2774,1.2601,5.4965,3.0225,5.3636,3.7818,4.6857,2.4562,16,1.0000,5.0000,0.7500,3.6932,1.0000,5.0000,2.4161,3,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,88446,28,NUTRIÇÃO,Educação Presencial,4115200,MARINGÁ,PR,12,12,41.1917,52.5417,2.6215,8,0.6667,1.2230,2.9954,5.7113,3.9345,5.6004,4.0605,4.8452,3.0267,19,1.0000,5.0000,0.5789,2.8947,1.0000,5.0000,3.3307,4,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,48211,36,FISIOTERAPIA,Educação Presencial,4115200,MARINGÁ,PR,13,11,48.5364,38.4455,2.8067,6,0.5455,0.6099,2.7584,5.7984,4.1828,5.7803,4.4508,5.7818,4.6074,37,0.9730,4.7748,0.5946,2.9730,1.0000,5.0000,3.3573,4,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,98573,38,SERVIÇO SOCIAL,Educação Presencial,4115200,MARINGÁ,PR,9,9,40.4222,48.2444,2.2947,5,0.5556,1.5136,3.3504,5.4155,2.6226,4.8019,2.8983,3.9328,1.8545,7,1.0000,5.0000,0.7143,3.5714,1.0000,5.0000,3.3053,4,
2016,1430,CENTRO UNIVERSITÁRIO INGÁ,0,Centro Universitário,Privada sem fins lucrativos,67228,55,BIOMEDICINA,Educação Presencial,4115200,MARINGÁ,PR,17,17,46.9235,46.7059,2.7603,15,0.8824,1.6166,3.2132,5.8721,4.6043,5.9314,4.8404,5.5048,4.2121,28,0.9286,4.1964,0.5714,2.8571,1.0000,5.0000,3.4876,4,
2016,1433,FACULDADE ORÍGENES LESSA,FACOL,Faculdade,Privada sem fins lucrativos,122412,92,TECNOLOGIA EM GESTÃO AMBIENTAL,Educação Presencial,3526803,LENÇÓIS PAULISTA,SP,14,9,33.2889,33.9444,0.7189,4,0.4444,-4.8054,0.7664,5.0889,2.3219,4.8457,2.6471,3.7792,1.9717,16,0.6875,2.6563,0.0625,0.3125,0.8750,4.1964,1.3286,2,
2016,1434,INSTITUTO DE ENSINO SUPERIOR DE ITAPIRA,IESI,Faculdade,Privada sem fins lucrativos,5000227,36,FISIOTERAPIA,Educação Presencial,3522604,ITAPIRA,SP,2,2,29.2500,19.7500,0.1080,2,1.0000,-6.7541,0.0000,5.8913,4.5593,5.6098,4.0246,5.4000,3.9204,17,0.8235,3.5294,0.4118,2.0588,0.9412,4.5666,1.5788,2,
2016,1436,ESCOLA SUPERIOR BATISTA DO AMAZONAS,ESBAM,Faculdade,Privada com fins lucrativos,43974,5,MEDICINA VETERINÁRIA,Educação Presencial,1302603,MANAUS,AM,38,31,40.9355,40.4032,1.1368,20,0.6452,-2.4120,0.7811,4.4271,1.2083,3.7367,0.7528,3.1895,0.8966,13,1.0000,5.0000,0.5385,2.3776,1.0000,5.0000,1.7581,2,
2016,1436,ESCOLA SUPERIOR BATISTA DO AMAZONAS,ESBAM,Faculdade,Privada com fins lucrativos,105890,38,SERVIÇO SOCIAL,Educação Presencial,1302603,MANAUS,AM,14,10,35.1000,43.6000,1.7616,5,0.5000,0.4996,2.8772,5.8379,4.3408,5.3672,3.8900,5.7214,4.5761,10,0.8000,3.5714,0.2000,1.0000,0.9000,4.4000,2.7417,3,
2016,1437,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO,ESRC,Faculdade,Privada com fins lucrativos,118986,28,NUTRIÇÃO,Educação Presencial,3543907,RIO CLARO,SP,21,21,47.0381,45.6476,2.2385,13,0.6190,-0.2075,2.3504,5.4956,3.1382,5.3465,3.4635,5.0228,3.3301,20,0.8500,3.3750,0.3000,1.5000,0.7000,2.9643,2.4626,3,
2016,1437,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO,ESRC,Faculdade,Privada com fins lucrativos,123385,36,FISIOTERAPIA,Educação Presencial,3543907,RIO CLARO,SP,27,26,50.4769,42.0269,3.2628,17,0.6538,0.8717,2.8753,5.9080,4.6271,5.8392,4.5979,5.7985,4.6375,22,0.8182,3.4848,0.3636,1.8182,0.5909,1.9856,3.0348,4,
2016,1444,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,FIEL,Faculdade,Privada sem fins lucrativos,50449,23,ENFERMAGEM,Educação Presencial,3526902,LIMEIRA,SP,2,0,,,,,,,,5.7826,4.1841,5.8750,4.7292,5.5000,4.1429,18,0.6667,2.7419,0.3889,1.9444,1.0000,5.0000,,SC,
2016,1444,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,FIEL,Faculdade,Privada sem fins lucrativos,51683,36,FISIOTERAPIA,Educação Presencial,3526902,LIMEIRA,SP,23,23,42.2087,37.1000,2.4409,21,0.9130,-0.2386,2.3796,6.0000,5.0000,5.9891,4.9728,5.9938,4.9888,20,0.6000,1.6667,0.3500,1.7500,0.9500,4.6316,2.8043,3,
2016,1444,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,FIEL,Faculdade,Privada sem fins lucrativos,57576,55,BIOMEDICINA,Educação Presencial,3526902,LIMEIRA,SP,24,13,38.0923,42.6077,1.9925,8,0.6154,-0.7124,2.0505,5.9913,4.9731,5.9944,4.9871,5.9619,4.9394,21,0.5714,0.1786,0.3810,1.9048,0.7619,3.1151,2.3947,3,
2016,1444,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,FIEL,Faculdade,Privada sem fins lucrativos,350447,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3526902,LIMEIRA,SP,24,21,36.1286,41.6286,1.9635,8,0.3810,-2.3991,1.3691,5.6049,3.8486,5.4662,3.9112,4.8391,3.0437,21,0.7143,2.8571,0.4286,2.1429,0.8095,3.8820,2.2590,3,
2016,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Centro Universitário,Privada sem fins lucrativos,121421,23,ENFERMAGEM,Educação Presencial,5300108,BRASÍLIA,DF,34,31,45.6000,43.8032,2.6028,20,0.6452,-0.9513,2.0558,4.8704,0.7608,4.6639,2.1059,3.5970,0.8806,23,0.5217,1.7602,0.2174,1.0870,0.9565,4.7140,2.0731,3,
2016,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Centro Universitário,Privada sem fins lucrativos,121445,27,FONOAUDIOLOGIA,Educação Presencial,5300108,BRASÍLIA,DF,63,61,44.0311,45.7131,0.8390,35,0.5738,-0.9071,1.8964,5.3195,2.3272,4.6794,2.4719,3.8752,0.8875,29,0.9655,4.6034,0.4828,2.2962,1.0000,5.0000,2.2165,3,
2016,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Centro Universitário,Privada sem fins lucrativos,1152443,28,NUTRIÇÃO,Educação Presencial,5300108,BRASÍLIA,DF,26,26,52.5308,51.7885,2.9366,16,0.6154,0.5965,2.7129,5.5145,3.2082,5.3336,3.4332,4.7536,2.8701,19,0.9474,4.4298,0.1579,0.7895,1.0000,5.0000,2.8465,3,
2016,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Centro Universitário,Privada sem fins lucrativos,121425,36,FISIOTERAPIA,Educação Presencial,5300108,BRASÍLIA,DF,57,53,41.5887,37.6321,2.4772,40,0.7547,-0.0322,2.4717,5.4308,2.6925,5.2145,3.0362,4.1911,1.7452,17,0.6471,2.0588,0.2353,1.1765,0.9412,4.5666,2.4313,3,
2016,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Centro Universitário,Privada sem fins lucrativos,1163319,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,5300108,BRASÍLIA,DF,69,62,46.5371,45.6806,2.8540,32,0.5161,0.4343,2.6685,5.6164,3.8821,5.3882,3.7521,5.0991,3.4818,22,0.9091,4.3182,0.3182,1.5909,1.0000,5.0000,3.0081,4,
2016,1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Privada sem fins lucrativos,89210,17,AGRONOMIA,Educação Presencial,3148103,PATROCÍNIO,MG,52,49,40.7245,50.3959,1.3378,39,0.7959,-0.9268,2.2964,5.9983,4.9947,5.9951,4.9912,5.7927,4.6455,23,0.8696,3.4627,0.4348,2.0252,0.8261,3.6667,2.6501,3,
2016,1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Privada sem fins lucrativos,88298,23,ENFERMAGEM,Educação Presencial,3148103,PATROCÍNIO,MG,10,9,47.7111,39.1778,2.1765,7,0.7778,-1.0727,1.9986,6.0000,5.0000,6.0000,5.0000,6.0000,5.0000,16,0.7500,3.3065,0.3125,1.5625,0.7500,3.3553,2.6188,3,
2016,1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Privada sem fins lucrativos,97594,28,NUTRIÇÃO,Educação Presencial,3148103,PATROCÍNIO,MG,2,0,,,,,,,,5.6957,3.8767,5.6667,4.2163,5.0000,3.2912,16,0.8125,2.9688,0.3125,1.5625,0.7500,3.3036,,SC,
2016,1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Privada sem fins lucrativos,21218,36,FISIOTERAPIA,Educação Presencial,3148103,PATROCÍNIO,MG,14,14,39.4571,34.4929,2.0624,14,1.0000,-1.0612,2.0123,5.9907,4.9622,5.9821,4.9554,6.0000,5.0000,20,0.9000,4.1667,0.3000,1.5000,0.8500,3.8947,2.6913,3,
2016,1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Privada sem fins lucrativos,97596,90,TECNOLOGIA EM AGRONEGÓCIOS,Educação Presencial,3148103,PATROCÍNIO,MG,2,0,,,,,,,,,0.0000,,0.0000,,0.0000,15,0.8000,3.6667,0.4000,2.7273,0.9333,4.6667,,SC,
2016,1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Privada sem fins lucrativos,1156760,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3148103,PATROCÍNIO,MG,45,34,30.1029,35.2529,0.9875,23,0.6765,-2.0087,1.5481,5.9988,4.9965,5.9949,4.9897,5.9676,4.9454,19,0.8421,3.8158,0.3684,1.8421,0.7368,3.4554,2.3089,3,
2016,1452,FACULDADE PITÁGORAS DO MARANHÃO,0,Faculdade,Privada com fins lucrativos,1104244,23,ENFERMAGEM,Educação Presencial,2111300,SÃO LUÍS,MA,26,25,39.0200,38.3160,1.7927,20,0.8000,-0.0694,2.4709,5.6974,3.8643,5.2744,3.4282,4.9555,3.2094,56,0.5536,1.9758,0.2321,1.1607,0.6429,2.6504,2.2859,3,
2016,1452,FACULDADE PITÁGORAS DO MARANHÃO,0,Faculdade,Privada com fins lucrativos,1109522,38,SERVIÇO SOCIAL,Educação Presencial,2111300,SÃO LUÍS,MA,30,29,44.6103,53.4759,2.8321,22,0.7586,0.5607,2.9057,5.6940,3.7554,5.2863,3.7480,4.9730,3.4373,35,0.8571,3.9796,0.3714,1.8571,0.8000,3.8000,3.0005,4,
2016,1459,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS,FUCAMP,Faculdade,Privada sem fins lucrativos,5000023,17,AGRONOMIA,Educação Presencial,3143104,MONTE CARMELO,MG,66,63,40.9175,49.5111,1.2481,47,0.7460,-1.3051,2.0679,5.4213,3.2166,5.4242,3.9678,5.1298,3.5116,26,0.9615,4.5467,0.3462,1.5587,0.8077,3.5256,2.3400,3,
2016,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,Faculdade,Privada com fins lucrativos,59202,6,ODONTOLOGIA,Educação Presencial,2927408,SALVADOR,BA,69,68,45.9191,57.9221,2.4110,52,0.7647,-0.9240,1.4971,5.4766,2.9091,5.1808,3.3841,4.5206,2.2740,26,1.0000,5.0000,0.5385,2.6923,0.9615,4.7334,2.5843,3,
2016,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,Faculdade,Privada com fins lucrativos,78256,12,MEDICINA,Educação Presencial,2927408,SALVADOR,BA,88,88,62.8352,64.4966,2.3371,76,0.8636,-0.2518,2.6512,5.7155,4.2352,5.5423,4.1817,4.8941,3.1343,79,1.0000,5.0000,0.6076,2.9866,0.9367,4.3630,3.1506,4,
2016,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,Faculdade,Privada com fins lucrativos,63082,19,FARMÁCIA,Educação Presencial,2927408,SALVADOR,BA,74,64,41.6188,45.4375,1.7305,45,0.7031,-0.3399,2.2657,5.4751,3.4115,4.9979,2.9214,4.3163,2.2290,25,1.0000,5.0000,0.5200,2.6000,1.0000,5.0000,2.7368,3,
2016,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,Faculdade,Privada com fins lucrativos,60094,23,ENFERMAGEM,Educação Presencial,2927408,SALVADOR,BA,28,23,35.0826,32.6783,1.0549,14,0.6087,-2.2263,1.4557,5.5712,3.3908,5.4394,3.7857,4.8384,3.0086,21,1.0000,5.0000,0.4762,2.3810,1.0000,5.0000,2.3464,3,
2016,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,Faculdade,Privada com fins lucrativos,63078,28,NUTRIÇÃO,Educação Presencial,2927408,SALVADOR,BA,19,19,41.1368,50.8000,2.4736,12,0.6316,1.4622,3.1033,5.5698,3.4122,5.5435,3.9267,4.8729,3.0741,19,1.0000,5.0000,0.5789,2.8947,1.0000,5.0000,3.2942,4,
2016,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,Faculdade,Privada com fins lucrativos,57294,36,FISIOTERAPIA,Educação Presencial,2927408,SALVADOR,BA,29,29,48.5207,39.3207,2.9012,25,0.8621,0.2303,2.5889,5.7620,4.0353,5.6580,4.1451,5.2220,3.6001,20,1.0000,5.0000,0.5000,2.5000,1.0000,5.0000,3.2113,4,
2016,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,Faculdade,Privada com fins lucrativos,69065,55,BIOMEDICINA,Educação Presencial,2927408,SALVADOR,BA,27,27,46.0037,37.8593,1.7448,24,0.8889,-0.4679,2.1725,5.9952,4.9851,5.9938,4.9856,6.0000,5.0000,19,1.0000,5.0000,0.5789,2.8947,1.0000,5.0000,3.0417,4,
2016,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,Faculdade,Privada com fins lucrativos,63076,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,2927408,SALVADOR,BA,23,22,44.6409,44.9545,2.6932,9,0.4091,-1.6816,1.6981,5.9282,4.7907,5.9420,4.8818,5.8211,4.6986,18,1.0000,5.0000,0.5556,2.7778,1.0000,5.0000,3.0205,4,
2016,1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,INPER,Faculdade,Privada sem fins lucrativos,59118,36,FISIOTERAPIA,Educação Presencial,2507507,JOÃO PESSOA,PB,19,18,42.7333,37.6056,2.5140,10,0.5556,-0.0496,2.4640,5.9812,4.9237,5.9047,4.7618,5.8358,4.7046,17,0.7059,2.5490,0.2941,1.4706,0.2353,0.0000,2.5019,3,
2016,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,111730,38,SERVIÇO SOCIAL,Educação a Distância,4207502,INDAIAL,SC,1315,1150,36.3910,38.0426,1.3910,435,0.3783,0.0494,2.6671,5.4632,2.8166,4.9979,3.2422,4.1692,2.2142,23,1.0000,5.0000,0.2609,1.3043,0.9130,4.4783,2.5469,3,
