Ano,Código da Área,Área de Enquadramento,Código da IES,Nome da IES,Sigla da IES,Categoria Administrativa,Organização Acadêmica,Código do Município,Município do Curso,UF do curso,Região do curso,Número de cursos da unidade,Concluintes Inscritos,Concluintes Participantes,Nota Bruta - FG,Nota Bruta - CE,Nota Bruta - Geral,Nota Contínua do Enade,Nota Bruta - Organização Didático-Pedagógica,Nota Padronizada - Organização Didático-Pedagógica,Nota Bruta - Infraestrutura e Instalações Físicas,Nota Padronizada - Infraestrutura e Instalações Físicas,Nota Bruta - Oportunidades de Ampliação da Formação,Nota Padronizada - Oportunidades de Ampliação da Formação,Concluintes Participantes com nota no Enem,Percentual de Concluintes participantes com nota no Enem,Nota Bruta - IDD,Nota Padronizada - IDD,Nr. de Docentes,Nr. de Matrículas,Nota Bruta - Mestres,Nota Padronizada - Mestres,Nota Bruta - Doutores,Nota Padronizada - Doutores,Nota Bruta - Regime de Trabalho,Nota Padronizada - Regime de Trabalho,CPC Contínuo,CPC Faixa,Observação
2014,2001,PEDAGOGIA (LICENCIATURA),319,UNIVERSIDADE CAMILO CASTELO BRANCO,UNICASTELO,Privada sem fins lucrativos,Universidade,3513702,DESCALVADO,SP,Sudeste,1,11,10,44.9400,35.3200,37.7500,0.9767,5.6944,3.7942,5.4450,3.9396,5.3667,3.9151,8,80.0%,-5.6385,0.3093,10,69,0.8000,4.0000,0.4000,2.1414,0.9000,4.5000,1.8417,2,
2014,2001,PEDAGOGIA (LICENCIATURA),319,UNIVERSIDADE CAMILO CASTELO BRANCO,UNICASTELO,Privada sem fins lucrativos,Universidade,3550308,SAO PAULO,SP,Sudeste,1,251,212,45.8057,42.8528,43.6014,1.7832,5.2640,2.0962,4.2759,1.7057,4.3538,2.1800,58,27.4%,0.0515,2.4863,38,843,0.7105,3.5526,0.2632,1.4088,0.8947,4.4737,2.3372,3,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3503208,ARARAQUARA,SP,Sudeste,1,7,7,52.9000,67.2857,63.7000,4.5123,5.9938,4.9755,6.0000,5.0000,6.0000,5.0000,5,71.4%,7.8012,5.0000,12,162,1.0000,5.0000,0.5833,3.1229,0.7500,3.7500,4.5253,5,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3504008,ASSIS,SP,Sudeste,1,11,11,57.9455,69.0727,66.3000,4.7045,5.9842,4.9376,5.9621,4.9276,5.8961,4.8220,8,72.7%,6.4123,4.9200,16,210,1.0000,5.0000,0.5000,2.6768,0.6250,3.1250,4.4110,5,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3509502,CAMPINAS,SP,Sudeste,1,48,46,57.2087,61.1848,60.2022,4.1002,5.5720,3.3111,5.1305,3.3386,4.2055,1.9259,19,41.3%,2.3413,3.3624,22,406,0.9545,4.7727,0.5000,2.6768,0.8182,4.0909,3.5266,4,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3543402,RIBEIRAO PRETO,SP,Sudeste,1,14,14,54.5857,67.5286,64.3071,4.5765,5.6118,3.4683,5.3800,3.8153,4.4102,2.2766,9,64.3%,7.7068,5.0000,13,222,1.0000,5.0000,0.3846,2.0591,0.9231,4.6154,4.2031,5,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3547304,SANTANA DE PARNAIBA,SP,Sudeste,1,20,20,64.4350,64.5700,64.5500,4.7231,5.9826,4.9314,5.8792,4.7691,5.7786,4.6207,7,35.0%,9.2799,5.0000,27,304,0.8519,4.2593,0.4074,2.1811,0.8889,4.4444,4.3984,5,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3548500,SANTOS,SP,Sudeste,1,49,46,61.1913,56.7413,57.8630,3.7956,5.3984,2.6262,5.0271,3.1410,4.6969,2.7678,18,39.1%,1.8101,3.1592,25,544,0.9200,4.6000,0.5200,2.7838,0.8800,4.4000,3.3806,4,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3549706,SAO JOSE DO RIO PARDO,SP,Sudeste,1,17,17,58.8235,57.1059,57.5471,3.7429,5.9642,4.8587,5.8578,4.7284,5.6639,4.4242,13,76.5%,3.8748,3.9491,14,118,0.6429,3.2143,0.2857,1.5296,0.8571,4.2857,3.6341,4,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3549805,SAO JOSE DO RIO PRETO,SP,Sudeste,1,8,8,56.1500,64.1250,62.1625,4.3618,6.0000,5.0000,6.0000,5.0000,5.9821,4.9694,5,62.5%,7.5568,5.0000,13,118,0.8462,4.2308,0.3077,1.6472,0.7692,3.8462,4.2244,5,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3549904,SAO JOSE DOS CAMPOS,SP,Sudeste,1,29,27,55.5852,59.8630,58.8074,3.9026,5.6867,3.7637,5.4945,4.0342,5.1921,3.6161,14,51.9%,3.6546,3.8649,17,207,0.8824,4.4118,0.4118,2.2044,0.8235,4.1176,3.6780,4,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3550308,SAO PAULO,SP,Sudeste,6,"3,358","3,103",50.5844,44.7333,46.2074,2.1584,5.3821,2.5621,4.9123,2.9218,4.4823,2.4000,678,21.8%,-0.1431,2.4119,377,"29,366",0.8806,4.4032,0.3289,1.7608,0.8992,4.4960,2.6057,3,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3552205,SOROCABA,SP,Sudeste,1,22,22,56.4318,62.2409,60.8045,4.1790,5.8103,4.2514,5.6818,4.3921,5.3571,3.8988,11,50.0%,4.6028,4.2277,11,422,1.0000,5.0000,0.4545,2.4334,0.8182,4.0909,3.9982,5,
2014,2001,PEDAGOGIA (LICENCIATURA),322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,5300108,BRASILIA,DF,Centro-Oeste,1,25,25,57.2480,61.3320,60.3280,4.1168,5.4225,2.7212,4.7692,2.6483,4.1274,1.7922,16,64.0%,4.1031,4.0365,31,545,0.7742,3.8710,0.3226,1.7269,0.6774,3.3871,3.4208,4,
2014,2001,PEDAGOGIA (LICENCIATURA),330,UNIVERSIDADE IGUAÇU,UNIG,Privada sem fins lucrativos,Universidade,3303500,NOVA IGUACU,RJ,Sudeste,1,26,26,50.0385,45.3846,46.5615,2.2045,5.8679,4.4788,5.6603,4.3509,5.7112,4.5052,11,42.3%,-1.4562,1.9095,22,148,0.6818,3.4091,0.2727,1.4601,0.9091,4.5455,2.5909,3,
2014,2001,PEDAGOGIA (LICENCIATURA),338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,Universidade,3106200,BELO HORIZONTE,MG,Sudeste,1,91,85,54.9753,54.1176,54.3435,3.2894,4.9527,0.8677,4.6417,2.4046,4.4184,2.2906,67,78.8%,-0.2162,2.3839,37,363,0.9189,4.5946,0.5946,3.1832,0.9730,4.8649,2.9218,3,
2014,2001,PEDAGOGIA (LICENCIATURA),338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,Universidade,3151800,POCOS DE CALDAS,MG,Sudeste,1,56,55,54.9345,53.7873,54.0891,3.2539,5.0613,1.2963,4.8602,2.8223,3.9736,1.5287,38,69.1%,0.0397,2.4818,12,91,0.9167,4.5833,0.4167,2.2306,0.7500,3.7500,2.7556,3,
2014,2001,PEDAGOGIA (LICENCIATURA),343,CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Privada com fins lucrativos,Centro Universitário,3106200,BELO HORIZONTE,MG,Sudeste,1,80,73,55.6740,52.7000,53.4562,3.1704,5.5117,3.0735,5.4822,4.0107,5.0763,3.4176,10,13.7%,,3.1704,16,365,0.6875,3.4375,0.2500,1.3384,0.6875,3.4375,2.9766,4,Divulgado conforme Nota Técnica nº 25/2017/CGQES/DAES
2014,2001,PEDAGOGIA (LICENCIATURA),344,CENTRO UNIVERSITÁRIO UNA,UNA,Privada com fins lucrativos,Centro Universitário,3106200,BELO HORIZONTE,MG,Sudeste,1,51,42,47.8619,53.7690,52.3024,2.9825,5.4462,2.8148,5.1206,3.3197,5.0385,3.3530,23,54.8%,0.4470,2.6377,21,345,1.0000,5.0000,0.7143,3.8240,0.8095,4.0476,3.2328,4,
2014,2001,PEDAGOGIA (LICENCIATURA),346,INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA,ISCA,Privada sem fins lucrativos,Faculdade ,3526902,LIMEIRA,SP,Sudeste,1,12,12,47.7167,44.4417,45.2833,2.0192,5.8261,4.3138,5.6083,4.2516,5.5714,4.2658,5,41.7%,1.8845,3.1876,15,62,0.6667,3.3333,0.0667,0.3569,0.5333,2.6667,2.6658,3,
2014,2001,PEDAGOGIA (LICENCIATURA),349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Privada com fins lucrativos,Centro Universitário,3106200,BELO HORIZONTE,MG,Sudeste,1,83,82,56.6598,52.7610,53.7488,3.2142,5.1092,1.4854,4.8126,2.7312,4.2957,2.0805,49,59.8%,0.4005,2.6199,34,393,0.9706,4.8529,0.6176,3.3066,0.8235,4.1176,3.0286,4,
2014,2001,PEDAGOGIA (LICENCIATURA),355,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Privada com fins lucrativos,Universidade,4106902,CURITIBA,PR,Sul,1,32,29,47.1241,55.6069,53.5000,3.1431,5.3234,2.3302,4.9052,2.9081,4.7879,2.9237,12,41.4%,-0.0388,2.4518,32,265,1.0000,5.0000,0.6563,3.5133,0.9063,4.5313,3.1218,4,
2014,2001,PEDAGOGIA (LICENCIATURA),360,CENTRO UNIVERSITÁRIO PAULISTANO,UNIPAULISTANA,Privada sem fins lucrativos,Centro Universitário,3550308,SAO PAULO,SP,Sudeste,1,16,16,45.9063,41.3938,42.5375,1.6372,5.9028,4.6167,5.9038,4.8163,5.9121,4.8494,1,6.3%,,1.6372,12,52,0.5000,2.5000,0.2500,1.3384,1.0000,5.0000,2.3720,3,
2014,2001,PEDAGOGIA (LICENCIATURA),363,FACULDADE MOZARTEUM DE SÃO PAULO,FAMOSP,Privada sem fins lucrativos,Faculdade ,3550308,SAO PAULO,SP,Sudeste,1,41,37,51.9514,47.2811,48.4676,2.4721,5.3696,2.5125,4.3482,1.8439,4.4255,2.3029,15,40.5%,2.2950,3.3447,17,139,0.7647,3.8235,0.1176,0.6298,0.5294,2.6471,2.5830,3,
2014,2001,PEDAGOGIA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pessoa Jurídica de Direito Público - Estadual,Universidade,3101706,ALMENARA,MG,Sudeste,1,14,13,54.4308,52.9538,53.3308,3.1491,5.1865,1.7903,4.1731,1.5093,4.1176,1.7754,8,61.5%,-1.0282,2.0732,20,121,0.3500,1.7500,0.0000,0.0000,0.9500,4.7500,2.0971,3,
2014,2001,PEDAGOGIA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pessoa Jurídica de Direito Público - Estadual,Universidade,3108602,BRASILIA DE MINAS,MG,Sudeste,1,30,28,47.3857,51.5429,50.5214,2.7358,4.8732,0.5541,2.9192,0.0000,3.8025,1.2356,23,82.1%,-0.6859,2.2042,30,146,0.6667,3.3333,0.0333,0.1785,1.0000,5.0000,2.0428,3,
2014,2001,PEDAGOGIA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pessoa Jurídica de Direito Público - Estadual,Universidade,3124302,ESPINOSA,MG,Sudeste,1,23,23,54.1043,47.8087,49.3957,2.6083,5.6389,3.5754,4.1991,1.5590,4.1829,1.8873,19,82.6%,-0.4451,2.2963,30,111,0.5000,2.5000,0.0333,0.1785,1.0000,5.0000,2.3079,3,
2014,2001,PEDAGOGIA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pessoa Jurídica de Direito Público - Estadual,Universidade,3135100,JANAUBA,MG,Sudeste,1,26,26,42.9654,45.6500,44.9923,1.9622,5.7244,3.9124,4.3945,1.9324,4.3627,2.1952,22,84.6%,-1.2592,1.9848,26,143,0.6538,3.2692,0.0000,0.0000,1.0000,5.0000,2.1523,3,
2014,2001,PEDAGOGIA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pessoa Jurídica de Direito Público - Estadual,Universidade,3135209,JANUARIA,MG,Sudeste,1,26,24,52.6292,45.9083,47.6083,2.3570,5.2108,1.8863,3.5947,0.4042,4.0525,1.6638,19,79.2%,-1.0972,2.0468,28,149,0.3929,1.9643,0.0357,0.1912,1.0000,5.0000,1.9421,2,
2014,2001,PEDAGOGIA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pessoa Jurídica de Direito Público - Estadual,Universidade,3143302,MONTES CLAROS,MG,Sudeste,1,66,64,53.0953,46.6313,48.2578,2.4490,5.0492,1.2485,3.7805,0.7592,4.4509,2.3464,42,65.6%,-1.9709,1.7125,49,302,0.7143,3.5714,0.3469,1.8573,1.0000,5.0000,2.2009,3,
2014,2001,PEDAGOGIA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pessoa Jurídica de Direito Público - Estadual,Universidade,3147006,PARACATU,MG,Sudeste,1,21,21,50.5714,41.9714,44.1429,1.8743,5.0246,1.1516,3.7297,0.6621,3.9170,1.4318,7,33.3%,0.1745,2.5334,22,139,0.5000,2.5000,0.0909,0.4867,1.0000,5.0000,2.0523,3,
2014,2001,PEDAGOGIA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pessoa Jurídica de Direito Público - Estadual,Universidade,3151206,PIRAPORA,MG,Sudeste,1,23,21,51.3952,51.2381,51.2952,2.8573,5.2626,2.0904,3.2373,0.0000,3.7183,1.0914,13,61.9%,-1.3020,1.9685,25,135,0.7600,3.8000,0.0800,0.4283,1.0000,5.0000,2.1687,3,
2014,2001,PEDAGOGIA (LICENCIATURA),374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,Privada sem fins lucrativos,Centro Universitário,3550308,SAO PAULO,SP,Sudeste,1,33,29,61.4655,56.4207,57.6897,3.7732,5.4554,2.8513,4.4707,2.0780,4.7045,2.7808,7,24.1%,-0.4729,2.2857,22,865,0.7273,3.6364,0.2273,1.2167,0.8636,4.3182,2.7210,3,
2014,2001,PEDAGOGIA (LICENCIATURA),375,UNIVERSIDADE DE SANTO AMARO,UNISA,Privada sem fins lucrativos,Universidade,3550308,SAO PAULO,SP,Sudeste,2,"1,783","1,485",46.8654,41.1262,42.5739,1.6463,5.2875,2.1887,4.8921,2.8831,3.9938,1.5634,412,27.7%,-0.2047,2.3883,54,"5,318",0.5926,2.9630,0.2963,1.5862,0.7037,3.5185,2.2366,3,
2014,2001,PEDAGOGIA (LICENCIATURA),376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,,Privada com fins lucrativos,Centro Universitário,3550308,SAO PAULO,SP,Sudeste,6,415,373,48.0877,43.1660,44.4086,1.9023,5.3713,2.5194,4.9733,3.0383,4.6331,2.6584,148,39.7%,-0.0027,2.4656,466,"2,317",0.7940,3.9700,0.4206,2.2517,0.9742,4.8712,2.6516,3,
2014,2001,PEDAGOGIA (LICENCIATURA),383,UNIVERSIDADE DA AMAZÔNIA,UNAMA,Privada com fins lucrativos,Universidade,1501402,BELEM,PA,Norte,1,9,9,45.0444,44.1000,44.3444,1.8823,5.9469,4.7903,5.9537,4.9115,6.0000,5.0000,4,44.4%,-5.5682,0.3362,28,131,0.8214,4.1071,0.1429,0.7648,0.7857,3.9286,1.9414,2,
2014,2001,PEDAGOGIA (LICENCIATURA),384,CENTRO UNIVERSITÁRIO DE ANÁPOLIS,UNIEVANGÉLICA,Privada sem fins lucrativos,Centro Universitário,5201108,ANAPOLIS,GO,Centro-Oeste,1,114,113,49.0920,50.7496,50.3513,2.7193,5.8530,4.4198,5.6816,4.3916,5.8178,4.6879,63,55.8%,0.1636,2.5292,21,388,0.9048,4.5238,0.2381,1.2747,0.8095,4.0476,2.9314,3,
2014,2001,PEDAGOGIA (LICENCIATURA),385,UNIVERSIDADE SALVADOR,UNIFACS,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,Universidade,2927408,SALVADOR,BA,Nordeste,1,394,321,52.5059,50.6430,51.1190,2.8385,5.2913,2.2035,4.8569,2.8158,4.1676,1.8611,102,31.8%,-0.3779,2.3220,21,"1,418",0.7619,3.8095,0.5238,2.8042,0.5714,2.8571,2.6536,3,
2014,2001,PEDAGOGIA (LICENCIATURA),386,CENTRO UNIVERSITÁRIO DE GOIÁS,UNI-ANHANGÜERA,Privada com fins lucrativos,Centro Universitário,5208707,GOIANIA,GO,Centro-Oeste,1,30,30,47.9800,46.5533,46.9333,2.2461,5.6884,3.7706,5.4873,4.0204,4.9873,3.2652,10,33.3%,1.6167,3.0852,14,349,0.3571,1.7857,0.0000,0.0000,0.5714,2.8571,2.4427,3,
2014,2001,PEDAGOGIA (LICENCIATURA),387,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Privada sem fins lucrativos,Universidade,5002704,CAMPO GRANDE,MS,Centro-Oeste,1,36,34,51.8676,48.3353,49.2353,2.5772,5.6590,3.6545,5.6471,4.3256,5.5487,4.2270,24,70.6%,-1.0101,2.0801,23,152,0.9565,4.7826,0.3913,2.0949,0.8261,4.1304,2.8222,3,
2014,2001,PEDAGOGIA (LICENCIATURA),398,UNIVERSIDADE TIRADENTES,UNIT,Privada com fins lucrativos,Universidade,2800308,ARACAJU,SE,Nordeste,2,941,876,46.1413,38.3207,40.2873,1.3306,5.6454,3.6010,5.3840,3.8230,4.9510,3.2031,297,33.9%,-0.1607,2.4051,58,"2,622",1.0000,5.0000,0.5517,2.9537,0.9828,4.9138,2.8358,3,
2014,2001,PEDAGOGIA (LICENCIATURA),403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Privada sem fins lucrativos,Universidade,5300108,BRASILIA,DF,Centro-Oeste,2,140,118,52.0246,47.5814,48.7025,2.5057,5.1187,1.5227,5.1193,3.3173,4.7760,2.9032,61,51.7%,-1.1340,2.0328,36,377,0.8611,4.3056,0.5000,2.6768,0.9167,4.5833,2.6334,3,
2014,2001,PEDAGOGIA (LICENCIATURA),409,UNIVERSIDADE DE PERNAMBUCO,UPE,Pessoa Jurídica de Direito Público - Estadual,Universidade,2606002,GARANHUNS,PE,Nordeste,2,122,113,46.7628,44.4947,45.0735,1.9883,5.7629,4.0644,5.1858,3.4443,5.1042,3.4654,37,32.7%,0.5860,2.6908,22,274,0.8636,4.3182,0.2273,1.2167,0.9545,4.7727,2.7675,3,
2014,2001,PEDAGOGIA (LICENCIATURA),409,UNIVERSIDADE DE PERNAMBUCO,UPE,Pessoa Jurídica de Direito Público - Estadual,Universidade,2609501,NAZARE DA MATA,PE,Nordeste,2,110,92,43.5478,45.0554,44.6859,1.9234,5.3705,2.5161,4.8444,2.7921,4.7291,2.8230,54,58.7%,-1.7758,1.7872,21,377,0.9048,4.5238,0.4286,2.2944,1.0000,5.0000,2.4675,3,
2014,2001,PEDAGOGIA (LICENCIATURA),409,UNIVERSIDADE DE PERNAMBUCO,UPE,Pessoa Jurídica de Direito Público - Estadual,Universidade,2611101,PETROLINA,PE,Nordeste,1,165,158,46.3266,45.0639,45.3911,2.0301,5.3071,2.2659,4.7337,2.5806,4.4805,2.3971,76,48.1%,-0.1454,2.4110,41,433,0.4390,2.1951,0.0488,0.2611,0.7073,3.5366,2.0778,3,
2014,2001,PEDAGOGIA (LICENCIATURA),416,FACULDADE DE SÃO PAULO,FASP,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,Faculdade ,3550308,SAO PAULO,SP,Sudeste,2,253,203,49.0133,43.7562,45.0852,1.9982,5.6086,3.4558,4.4270,1.9945,4.3451,2.1652,54,26.6%,0.2742,2.5715,72,"1,558",0.6667,3.3333,0.1389,0.7435,0.9444,4.7222,2.4284,3,
2014,2001,PEDAGOGIA (LICENCIATURA),417,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Privada com fins lucrativos,Universidade,3550308,SAO PAULO,SP,Sudeste,2,"4,242","3,102",49.7014,42.9994,44.6864,1.9467,5.2375,1.9914,4.9534,3.0003,3.8790,1.3666,334,10.8%,,1.9467,47,"8,860",1.0000,5.0000,0.8723,4.6701,0.9787,4.8936,2.8468,3,
2014,2001,PEDAGOGIA (LICENCIATURA),420,UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,Universidade,3529005,MARILIA,SP,Sudeste,1,54,49,50.9776,48.5980,49.2082,2.5702,5.4483,2.8230,4.6769,2.4719,4.9955,3.2793,15,30.6%,-0.6061,2.2347,13,71,0.9231,4.6154,0.6154,3.2945,1.0000,5.0000,2.9288,3,
2014,2001,PEDAGOGIA (LICENCIATURA),423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada sem fins lucrativos,Universidade,4307005,ERECHIM,RS,Sul,1,45,42,51.3286,51.5595,51.5048,2.8877,5.4623,2.8782,5.4524,3.9537,5.0208,3.3226,24,57.1%,-0.7167,2.1924,30,176,0.7333,3.6667,0.2000,1.0707,0.5000,2.5000,2.4646,3,
2014,2001,PEDAGOGIA (LICENCIATURA),423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada sem fins lucrativos,Universidade,4308508,FREDERICO WESTPHALEN,RS,Sul,1,16,16,55.0063,52.9063,53.4563,3.1662,5.9810,4.9249,5.8678,4.7474,5.9911,4.9847,13,81.3%,1.0433,2.8658,27,148,0.9259,4.6296,0.2593,1.3880,0.7037,3.5185,3.1869,4,
2014,2001,PEDAGOGIA (LICENCIATURA),423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada sem fins lucrativos,Universidade,4317400,SANTIAGO,RS,Sul,1,17,17,55.2235,52.5706,53.2529,3.1400,5.8235,4.3037,5.6306,4.2941,5.4118,3.9923,11,64.7%,1.1949,2.9238,13,54,0.6154,3.0769,0.0769,0.4118,0.5385,2.6923,2.7831,3,
2014,2001,PEDAGOGIA (LICENCIATURA),423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada sem fins lucrativos,Universidade,4317509,SANTO ANGELO,RS,Sul,1,2,0,,,,,5.9565,4.8284,6.0000,5.0000,6.0000,5.0000,0,,,,21,119,0.7619,3.8095,0.1429,0.7648,0.4286,2.1429,,SC,
2014,2001,PEDAGOGIA (LICENCIATURA),426,CENTRO UNIVERSITÁRIO FRANCISCANO,UNIFRA,Privada sem fins lucrativos,Centro Universitário,4316907,SANTA MARIA,RS,Sul,1,18,17,48.2059,53.8059,52.4235,2.9994,5.3502,2.4363,5.3610,3.7790,5.0327,3.3429,8,47.1%,-0.3206,2.3440,22,85,1.0000,5.0000,0.4545,2.4334,1.0000,5.0000,2.9905,4,
2014,2001,PEDAGOGIA (LICENCIATURA),435,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SANTA MARCELINA,FAFISM,Privada sem fins lucrativos,Faculdade ,3143906,MURIAE,MG,Sudeste,1,62,60,47.5000,48.4133,48.1917,2.4188,5.6899,3.7763,5.1364,3.3500,4.7768,2.9046,34,56.7%,0.1511,2.5244,18,226,0.5556,2.7778,0.1111,0.5948,0.8333,4.1667,2.5007,3,
2014,2001,PEDAGOGIA (LICENCIATURA),437,UNIVERSIDADE PARANAENSE,UNIPAR,Privada sem fins lucrativos,Universidade,4108809,GUAIRA,PR,Sul,1,42,42,41.5714,37.2571,38.3548,1.0473,5.7041,3.8326,5.5541,4.1479,5.3213,3.8374,33,78.6%,-0.7405,2.1833,17,164,0.5294,2.6471,0.2353,1.2597,0.5294,2.6471,2.1504,3,
2014,2001,PEDAGOGIA (LICENCIATURA),437,UNIVERSIDADE PARANAENSE,UNIPAR,Privada sem fins lucrativos,Universidade,4127700,TOLEDO,PR,Sul,1,34,33,54.1212,50.0121,51.0576,2.8352,5.2572,2.0693,4.8776,2.8554,4.5317,2.4847,27,81.8%,0.0994,2.5046,5,34,0.6000,3.0000,0.0000,0.0000,0.2000,1.0000,2.1038,3,
2014,2001,PEDAGOGIA (LICENCIATURA),437,UNIVERSIDADE PARANAENSE,UNIPAR,Privada sem fins lucrativos,Universidade,4128104,UMUARAMA,PR,Sul,1,41,40,54.6175,50.0825,51.2275,2.8614,5.6601,3.6588,5.5163,4.0757,5.2945,3.7915,26,65.0%,-0.1417,2.4124,14,202,0.7143,3.5714,0.2857,1.5296,0.7143,3.5714,2.7548,3,
2014,2001,PEDAGOGIA (LICENCIATURA),438,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA,FFCL,Privada sem fins lucrativos,Faculdade ,3524105,ITUVERAVA,SP,Sudeste,2,108,93,55.9086,53.0634,53.7828,3.2167,5.6812,3.7421,5.5686,4.1757,4.9684,3.2328,29,31.2%,-0.0191,2.4593,51,391,0.8431,4.2157,0.3137,1.6795,0.3922,1.9608,2.7895,3,
2014,2001,PEDAGOGIA (LICENCIATURA),441,UNIVERSIDADE DO CONTESTADO,UNC,Privada sem fins lucrativos,Universidade,4203808,CANOINHAS,SC,Sul,1,18,17,48.1941,46.0941,46.6353,2.2071,5.8951,4.5863,5.6275,4.2882,5.4790,4.1075,2,11.8%,,2.2071,17,73,0.9412,4.7059,0.1176,0.6298,1.0000,5.0000,2.6974,3,
2014,2001,PEDAGOGIA (LICENCIATURA),441,UNIVERSIDADE DO CONTESTADO,UNC,Privada sem fins lucrativos,Universidade,4204806,CURITIBANOS,SC,Sul,1,23,23,51.9174,54.7217,54.0348,3.2349,6.0000,5.0000,6.0000,5.0000,6.0000,5.0000,4,17.4%,,3.2349,17,110,0.8824,4.4118,0.0588,0.3149,0.8824,4.4118,3.2382,4,
2014,2001,PEDAGOGIA (LICENCIATURA),441,UNIVERSIDADE DO CONTESTADO,UNC,Privada sem fins lucrativos,Universidade,4210100,MAFRA,SC,Sul,1,95,89,44.5607,42.1966,42.7989,1.6684,5.8908,4.5690,5.8946,4.7985,5.5859,4.2906,9,10.1%,,1.6684,22,824,1.0000,5.0000,0.0909,0.4867,1.0000,5.0000,2.4305,3,
2014,2001,PEDAGOGIA (LICENCIATURA),441,UNIVERSIDADE DO CONTESTADO,UNC,Privada sem fins lucrativos,Universidade,4215000,RIO NEGRINHO,SC,Sul,1,21,21,43.6571,49.4714,48.0333,2.3810,5.9979,4.9918,5.9762,4.9545,5.9660,4.9417,4,19.0%,,2.3810,18,69,0.7222,3.6111,0.1111,0.5948,1.0000,5.0000,2.7903,3,
