"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2019";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"3.314.474,92";"28.922.641,37";"26.970.060,79";"6.703.613,31";
"05/2019";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"6.413.263,88";"30.085.347,35";"29.676.204,02";"5.089.448,16";
"07/2019";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"4.808.625,59";"29.825.699,45";"37.471.802,41";"5.771.344,03";
"08/2019";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"13.623.567,53";"28.979.527,17";"22.086.173,07";"3.209.257,08";
"02/2019";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"21.226.294,93";"179.770.797,40";"177.611.880,97";"11.566.543,86";
"06/2019";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"24.559.554,39";"245.752.593,73";"190.920.521,15";"7.008.399,69";
"08/2019";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"22.167.895,22";"181.593.946,86";"136.578.453,17";"2.185.565,18";
"05/2019";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"23.811.693,47";"184.532.195,44";"180.935.877,55";"3.478.207,37";
"04/2019";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"29.194.358,76";"184.521.462,14";"181.849.573,21";"16.036.866,56";
"07/2019";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"20.598.411,02";"177.159.189,48";"242.096.752,06";"6.054.388,05";
"03/2019";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"67.066.118,53";"180.935.017,45";"177.261.016,76";"8.651.523,12";
"01/2019";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"1.847.065.960,53";"175.963.336,81";"45.411.590,52";"158.840.202,34";
"03/2019";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"3.824.324,41";"33.072.719,26";"31.710.652,74";"1.906.540,16";
"08/2019";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"892.800,82";"33.164.605,11";"25.334.994,13";"683.999,13";
"07/2019";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"3.606.784,66";"34.983.573,84";"43.760.646,86";"1.691.734,01";
"01/2019";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"343.236.128,69";"33.104.169,73";"8.844.908,77";"28.222.751,54";
"02/2019";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"4.054.700,26";"31.890.652,84";"31.928.527,54";"1.805.637,98";
"05/2019";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"7.308.791,20";"34.786.597,53";"34.015.599,85";"1.192.683,14";
"06/2019";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"29.238.839,88";"43.286.459,13";"34.766.230,78";"599.172,85";
"04/2019";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"6.000.116,65";"33.872.346,15";"33.849.018,90";"1.731.753,07";
"03/2019";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"11.372.063,94";"138.611.552,10";"135.556.028,70";"7.649.575,76";
"02/2019";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"22.823.705,63";"136.148.873,80";"131.393.016,28";"12.359.205,38";
"01/2019";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"1.592.382.938,60";"131.464.142,51";"35.117.630,24";"119.104.390,45";
"05/2019";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"16.555.982,48";"140.764.881,26";"142.890.707,42";"6.480.588,48";
"07/2019";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"17.050.168,63";"140.337.618,06";"184.007.443,26";"5.034.091,76";
"06/2019";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"17.980.530,74";"186.980.707,35";"141.570.266,83";"3.934.704,64";
"08/2019";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"22.049.914,60";"125.621.960,18";"108.878.389,90";"4.967.868,12";
"04/2019";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco ";"43.640.716,95";"141.771.535,63";"141.726.801,51";"9.460.042,35";
"01/2019";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"54.759.103,86";"15.169.410,64";"4.754.621,77";"14.350.615,32";
"07/2019";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"49.266.938,94";"17.145.949,32";"21.780.322,78";"2.038.838,61";
"03/2019";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"63.090.089,59";"15.006.781,32";"15.211.906,79";"2.989.596,87";
"08/2019";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"2.176.855,78";"17.197.761,83";"11.929.714,30";"1.747.970,10";
"02/2019";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"2.125.320,51";"15.489.736,54";"15.524.729,20";"1.321.900,34";
"05/2019";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"- 328.146,76";"16.430.180,91";"15.868.611,42";"2.783.454,20";
"04/2019";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"6.727.133,57";"15.720.561,49";"15.095.285,87";"2.470.053,95";
"06/2019";"26000 - Ministério da Educação";"26250 - Universidade Federal de Roraima ";"4.820.099,38";"21.797.017,61";"16.615.856,81";"5.942.403,57";
"07/2019";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"26.874.879,78";"151.753.500,32";"187.498.776,17";"14.286.935,93";
"03/2019";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"28.858.174,58";"147.382.177,58";"136.877.078,64";"21.616.564,83";
"04/2019";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"34.982.043,95";"145.048.892,11";"143.578.236,74";"5.757.642,76";
"08/2019";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"35.525.585,72";"148.472.100,19";"111.967.585,06";"1.279.110,53";
"02/2019";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"18.838.010,60";"132.455.430,05";"133.646.755,83";"26.682.126,85";
"01/2019";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"1.402.838.030,27";"131.542.509,01";"37.571.656,15";"127.891.208,38";
"05/2019";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"30.362.446,70";"151.678.856,53";"152.649.137,68";"20.836.067,77";
"06/2019";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"19.259.921,87";"182.079.175,86";"145.789.093,30";"4.518.408,04";
"08/2019";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"7.871.287,84";"104.111.707,74";"78.034.801,54";"1.323.178,80";
"03/2019";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"13.628.824,53";"106.718.453,04";"103.003.809,39";"7.325.836,01";
"01/2019";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"1.071.456.603,03";"108.209.222,95";"30.005.937,67";"92.492.244,62";
"05/2019";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"149.587.173,26";"104.852.162,42";"105.525.757,18";"6.367.387,33";
"04/2019";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"30.092.234,99";"106.164.597,00";"105.946.765,22";"2.278.346,58";
"07/2019";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"8.597.481,26";"106.550.024,38";"139.416.860,93";"2.413.202,43";
"06/2019";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"12.726.581,65";"138.104.734,47";"105.029.278,35";"2.555.329,83";
"02/2019";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"6.993.328,31";"101.427.288,77";"106.594.121,44";"2.675.292,98";
"03/2019";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"53.816.882,00";"102.401.812,84";"107.160.956,75";"6.822.848,78";
"01/2019";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"756.799.761,07";"104.029.997,17";"30.612.629,02";"82.611.802,40";
"06/2019";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"24.298.280,43";"141.413.664,22";"105.208.169,35";"1.365.408,57";
"08/2019";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"30.019.912,31";"57.056.764,38";"78.666.894,50";"675.416,08";
"05/2019";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"138.629.732,14";"105.494.937,61";"106.498.657,29";"3.070.366,36";
"07/2019";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"138.307.411,54";"101.650.034,64";"138.588.155,36";"1.105.888,44";
"04/2019";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"12.254.574,11";"107.174.760,90";"106.091.971,51";"2.917.130,58";
"02/2019";"26000 - Ministério da Educação";"26262 - Universidade Federal de São Paulo";"23.672.415,21";"110.113.547,16";"103.903.852,10";"7.210.569,23";
"05/2019";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"9.952.872,65";"71.154.421,62";"71.469.487,36";"1.587.309,66";
"01/2019";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"816.759.775,24";"66.912.348,80";"17.404.155,71";"67.813.592,49";
"06/2019";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"9.127.057,97";"94.558.921,07";"70.962.647,75";"1.559.808,03";
"03/2019";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"6.933.723,64";"69.885.821,61";"67.840.660,60";"3.507.433,42";
"04/2019";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"11.134.057,14";"71.261.025,57";"69.962.164,90";"1.946.492,84";
"08/2019";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"6.071.831,35";"69.534.427,29";"53.401.238,92";"4.485.680,15";
"07/2019";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"6.365.025,01";"71.347.059,57";"95.181.710,96";"689.651,29";
"02/2019";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"4.815.694,84";"66.678.870,17";"66.215.406,41";"3.905.426,00";
"01/2019";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"65.451.689,44";"7.132.388,64";"2.074.929,84";"7.416.630,74";
"04/2019";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"3.885.940,75";"8.781.164,20";"7.145.155,15";"1.881.144,43";
"02/2019";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"4.689.175,25";"7.468.447,55";"7.177.489,01";"1.480.817,59";
"05/2019";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"1.960.328,93";"8.534.148,96";"8.864.726,67";"1.814.417,96";
"07/2019";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"1.256.275,83";"8.756.341,66";"10.869.784,42";"777.778,70";
"08/2019";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"2.112.448,72";"7.560.036,46";"6.745.545,65";"867.160,52";
"06/2019";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"2.160.669,73";"11.066.687,82";"8.650.385,89";"1.310.804,45";
"03/2019";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"464.955,05";"7.067.881,50";"7.492.368,73";"3.272.157,49";
"04/2019";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"46.393.489,38";"131.046.342,61";"131.972.326,26";"9.173.506,13";
"02/2019";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"26.121.770,28";"123.796.656,45";"116.639.487,40";"20.016.354,93";
"03/2019";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"52.702.511,85";"125.716.173,25";"121.702.116,40";"11.087.989,72";
"01/2019";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"1.085.696.187,87";"115.677.758,34";"30.868.248,56";"115.246.652,65";
"05/2019";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"55.105.761,41";"134.612.662,63";"131.175.121,76";"6.501.946,19";
"06/2019";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"72.086.677,57";"179.465.538,73";"136.006.534,59";"2.142.088,94";
"08/2019";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"39.259.158,37";"135.384.888,75";"106.108.341,28";"3.413.556,59";
"07/2019";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"37.525.839,17";"137.563.110,66";"179.635.017,94";"3.327.679,24";
"03/2019";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"15.570.071,68";"87.151.842,90";"86.236.828,59";"17.825.806,52";
"01/2019";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"860.946.058,25";"81.623.236,00";"23.614.362,24";"76.305.165,48";
"05/2019";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"24.181.399,71";"89.546.771,81";"92.121.890,45";"6.340.287,43";
"04/2019";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"34.596.288,44";"91.294.536,44";"89.718.805,24";"6.706.028,50";
"07/2019";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"23.135.389,14";"92.798.425,03";"114.485.564,96";"4.753.679,99";
"08/2019";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"20.201.661,40";"88.811.363,35";"67.696.570,29";"2.693.985,11";
"02/2019";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"28.870.829,76";"80.860.861,09";"78.665.103,85";"8.645.429,95";
"06/2019";"26000 - Ministério da Educação";"26234 - Universidade Federal do Espírito Santo";"21.760.148,41";"114.128.147,62";"90.354.492,44";"4.162.637,78";
"08/2019";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"6.885.712,96";"15.341.920,97";"33.591.226,32";"152.932,10";
"03/2019";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"9.608.989,43";"47.529.645,53";"43.217.902,94";"4.722.452,14";
"06/2019";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"7.034.755,89";"58.732.058,67";"50.072.005,24";"190.626,12";
"02/2019";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"3.113.468,98";"41.434.307,93";"42.897.804,50";"3.960.743,62";
"07/2019";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"5.632.032,05";"45.093.831,90";"58.722.021,73";"774.465,36";
"01/2019";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"496.783.149,73";"43.030.958,57";"12.058.314,04";"37.877.141,44";
"04/2019";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"9.227.549,21";"44.752.053,48";"45.006.459,56";"8.077.415,52";
"05/2019";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"11.046.469,23";"50.230.195,78";"46.167.455,48";"2.581.728,53";
"03/2019";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia ";"7.635.177,14";"7.361.801,14";"8.283.837,69";"751.972,55";
"04/2019";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia ";"8.812.850,67";"8.603.582,26";"7.594.622,08";"516.283,83";
"06/2019";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia ";"10.477.870,89";"10.164.340,72";"8.638.786,77";"826.540,27";
"05/2019";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia ";"8.473.425,94";"8.698.577,31";"8.806.806,72";"1.326.776,07";
"08/2019";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia ";"7.334.150,90";"7.358.432,58";"6.462.885,84";"850.248,59";
"02/2019";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia ";"8.113.525,79";"8.911.392,79";"6.940.677,09";"670.280,00";
"01/2019";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia ";"8.848.077,47";"7.245.362,64";"2.452.551,23";"4.941.057,34";
"07/2019";"26000 - Ministério da Educação";"26447 - Universidade Federal do Oeste da Bahia ";"8.039.101,87";"8.421.712,34";"10.258.339,42";"548.142,01";
"04/2019";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"6.637.972,00";"15.278.964,23";"14.722.419,89";"2.898.906,43";
"05/2019";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"1.394.006,06";"15.423.336,76";"15.768.419,70";"4.472.623,03";
"01/2019";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"142.207.036,65";"12.854.751,15";"3.909.531,31";"10.808.698,27";
"07/2019";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"2.525.253,77";"13.926.230,19";"18.194.351,10";"6.983.301,52";
"02/2019";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"5.863.187,05";"14.286.607,64";"12.721.445,13";"3.106.651,58";
"03/2019";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"- 26.654,66";"14.297.249,46";"13.871.627,01";"3.798.261,52";
"06/2019";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"4.142.972,44";"18.288.931,64";"15.564.116,44";"3.035.492,11";
"08/2019";"26000 - Ministério da Educação";"26441 - Universidade Federal do Oeste do Pará";"2.319.063,70";"15.188.453,59";"10.149.018,92";"3.054.123,12";
"06/2019";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"167.621.235,17";"198.530.214,10";"153.587.547,70";"2.614.724,20";
"08/2019";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"29.212.970,39";"151.352.332,82";"114.614.084,05";"5.441.604,10";
"02/2019";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"42.822.642,07";"131.172.390,59";"130.485.658,96";"12.449.264,74";
"04/2019";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"49.056.336,44";"148.406.327,11";"143.879.397,84";"5.515.955,90";
"05/2019";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"287.753.509,64";"150.772.859,46";"147.128.024,03";"7.453.135,68";
"07/2019";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"130.281.927,09";"152.463.900,11";"200.275.529,84";"3.295.903,87";
"03/2019";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"14.942.170,02";"141.038.203,53";"134.425.030,66";"8.711.131,42";
"01/2019";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"893.370.759,62";"126.021.233,41";"36.700.229,37";"115.053.560,46";
"04/2019";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"217.860.731,20";"127.725.125,99";"116.413.111,16";"6.545.633,63";
"03/2019";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"21.154.103,76";"110.932.248,59";"114.010.284,25";"8.411.782,65";
"02/2019";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"29.331.074,61";"116.484.760,77";"116.506.698,70";"10.985.774,05";
"07/2019";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"214.199.579,37";"129.304.381,95";"156.704.267,07";"7.618.887,83";
"05/2019";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"24.683.544,71";"108.176.487,32";"120.968.025,13";"23.970.732,00";
"08/2019";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"41.273.881,41";"118.993.243,12";"99.672.098,82";"3.396.457,14";
"01/2019";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"426.871.660,51";"113.821.887,40";"30.275.932,09";"92.657.417,92";
"06/2019";"26000 - Ministério da Educação";"26239 - Universidade Federal do Pará";"63.295.241,84";"161.902.834,80";"115.230.638,64";"3.683.325,62";
"05/2019";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"24.090.162,10";"23.406.281,41";"22.286.794,92";"1.512.020,26";
"06/2019";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"27.310.735,86";"26.114.986,71";"22.644.186,73";"627.320,57";
"01/2019";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"20.128.480,35";"19.623.506,53";"6.391.970,11";"20.914.582,53";
"07/2019";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"26.204.926,45";"26.197.997,44";"27.231.997,69";"654.621,12";
"03/2019";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"21.005.223,22";"20.596.444,60";"20.630.338,03";"3.253.436,57";
"04/2019";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"22.804.733,47";"22.695.811,15";"21.370.401,82";"3.132.671,16";
"08/2019";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"22.484.808,76";"2.405.835,97";"19.066.847,09";"576.514,58";
"02/2019";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"21.447.152,10";"20.785.173,93";"19.823.558,30";"4.861.909,97";
"03/2019";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"43.999.482,10";"285.429.122,12";"292.272.222,82";"10.802.405,83";
"02/2019";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"38.543.733,37";"302.516.586,90";"294.535.037,00";"14.918.048,87";
"08/2019";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"37.759.463,61";"298.152.268,36";"231.043.003,94";"4.616.509,72";
"04/2019";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"62.931.705,34";"309.668.244,03";"293.631.568,27";"15.044.800,44";
"07/2019";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"35.914.768,79";"305.664.037,04";"384.348.636,07";"6.465.020,09";
"06/2019";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"56.086.921,52";"386.554.795,42";"304.169.114,40";"4.470.338,70";
"01/2019";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"3.265.526.405,31";"283.400.029,85";"81.003.856,73";"247.904.718,90";
"05/2019";"26000 - Ministério da Educação";"26245 - Universidade Federal do Rio de Janeiro";"33.254.074,67";"304.139.899,01";"307.196.340,90";"13.247.080,73";
"05/2019";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"19.376.653,14";"47.212.684,91";"49.596.349,29";"3.953.481,91";
"03/2019";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"6.891.367,08";"42.014.424,04";"44.625.350,12";"2.980.724,58";
"02/2019";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"8.061.286,79";"45.050.204,55";"42.319.839,96";"9.126.507,81";
"07/2019";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"25.140.274,40";"56.145.118,14";"69.388.345,14";"2.852.144,07";
"08/2019";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"15.365.651,34";"45.016.648,86";"34.508.444,63";"1.111.173,17";
"01/2019";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"339.891.943,82";"42.299.997,92";"12.375.690,66";"34.191.526,56";
"04/2019";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"12.109.560,43";"48.969.974,79";"47.526.723,86";"2.879.294,70";
"06/2019";"26000 - Ministério da Educação";"26273 - Universidade Federal do Rio Grande";"28.134.832,17";"58.738.728,59";"44.846.546,18";"2.387.422,71";
"07/2019";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"282.582.815,86";"134.913.319,54";"172.644.040,07";"36.781.166,77";
"05/2019";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"87.234.604,94";"138.614.991,61";"144.484.850,14";"9.835.051,33";
"01/2019";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"624.694.820,86";"122.498.173,85";"33.450.400,37";"125.541.462,40";
"03/2019";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"11.060.753,58";"131.253.074,93";"126.169.864,07";"8.723.071,64";
"02/2019";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"23.910.297,63";"124.190.227,27";"124.085.425,72";"53.596.269,63";
"04/2019";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"237.688.389,63";"150.120.926,47";"137.754.140,59";"12.134.980,26";
"06/2019";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"81.093.049,91";"172.988.988,50";"137.985.008,04";"4.108.188,58";
"08/2019";"26000 - Ministério da Educação";"26243 - Universidade Federal do Rio Grande do Norte";"30.178.257,37";"136.623.284,26";"100.755.097,53";"3.087.009,31";
"08/2019";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"12.589.523,06";"146.543.167,37";"109.229.299,22";"1.812.894,62";
"06/2019";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"16.378.321,45";"193.631.556,44";"145.593.441,62";"370.919,47";
"07/2019";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"17.100.955,81";"149.351.601,23";"194.454.547,60";"2.668.721,52";
"05/2019";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"14.940.244,66";"145.760.211,38";"144.451.991,22";"5.490.193,44";
"02/2019";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"10.716.048,97";"140.364.101,33";"145.175.341,68";"4.850.879,16";
"04/2019";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"23.829.144,19";"143.205.616,16";"140.557.917,90";"3.159.779,96";
"01/2019";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"1.613.436.322,88";"150.072.944,79";"43.540.157,17";"116.836.232,85";
"03/2019";"26000 - Ministério da Educação";"26244 - Universidade Federal do Rio Grande do Sul";"4.172.068,65";"141.609.630,89";"142.524.754,63";"2.111.006,54";
"04/2019";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"1.206.865,30";"9.327.386,95";"7.432.588,71";"900.754,74";
"01/2019";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"75.214.809,80";"7.096.429,80";"2.339.602,21";"5.470.575,44";
"05/2019";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"7.689,94";"8.155.057,07";"8.834.599,98";"1.104.812,56";
"06/2019";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"1.381.311,99";"9.267.249,57";"8.257.431,33";"224.015,15";
"07/2019";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"1.177.727,50";"7.932.901,69";"9.305.161,63";"290.027,98";
"02/2019";"26000 - Ministério da Educação";"26450 - Universidade Federal do Sul da Bahia";"3.886.250,81";"7.206.405,45";"7.156.787,23";"1.936.072,92";
